category,file,expected,vampire,vampire_t,pass
NWayConflict,ODRL160-1.p,Theorem,Theorem,0.07,True
NWayConflict,ODRL161-1.p,Theorem,Theorem,0.06,True
NWayConflict,ODRL162-1.p,Theorem,Theorem,0.06,True
NWayConflict,ODRL163-1.p,Theorem,Theorem,0.06,True
NWayConflict,ODRL164-1.p,Theorem,Theorem,0.06,True
NWayConflict,ODRL165-1.p,Theorem,Theorem,0.06,True
