benchmark,name,prover,encoding,expected,actual,match,time_s,error
ODRL052,hasPart-germany-hasPart-france-common-ancestor,vampire,tptp,Theorem,Theorem,True,0.063,
ODRL052,hasPart-germany-hasPart-france-common-ancestor,z3,smt2,unsat,unsat,True,0.067,
ODRL053,hasPart-germany-hasPart-poland-cross-branch,vampire,tptp,Theorem,Theorem,True,0.064,
ODRL053,hasPart-germany-hasPart-poland-cross-branch,z3,smt2,unsat,unsat,True,0.073,
ODRL054,hasPart-europe-subsumes-hasPart-germany,vampire,tptp,Theorem,Theorem,True,0.064,
ODRL054,hasPart-europe-subsumes-hasPart-germany,z3,smt2,unsat,unsat,True,0.071,
ODRL055,hasPart-germany-not-subsumes-hasPart-europe,z3,smt2,sat,sat,True,1.735,
ODRL060,tautology-isPartOf-europe,vampire,tptp,Theorem,Error,False,30.078,"% Time limit reached! 
% ------------------------------
% Version: Vampire 5.0.0 (Release build, commit 55c27f5 on 2025-09-09 16:15:20 +0100)
% Linked with Z3 4.14.0.0 3c47fd96cf5645d0c42b2c819d9e9a84380aa721 NOTFOUND
% Termination reason: Time limit
% Termination phase: Saturation

% Time elapsed: "
ODRL060,tautology-isPartOf-europe,z3,smt2,unsat,sat,False,1.606,
ODRL061,non-tautology-isPartOf-westernEurope,z3,smt2,sat,sat,True,0.890,
ODRL062,non-tautology-hasPart-europe,z3,smt2,sat,sat,True,1.041,
ODRL063,redundancy-isPartOf-germany-implies-isPartOf-europe,vampire,tptp,Theorem,Theorem,True,0.075,
ODRL063,redundancy-isPartOf-germany-implies-isPartOf-europe,z3,smt2,unsat,unsat,True,0.072,
ODRL064,redundancy-isAnyOf-de-fr-subset-isPartOf-wE,vampire,tptp,Theorem,Theorem,True,0.065,
ODRL064,redundancy-isAnyOf-de-fr-subset-isPartOf-wE,z3,smt2,unsat,unsat,True,0.079,
ODRL065,non-redundant-isPartOf-europe-neq-germany,z3,smt2,sat,sat,True,2.411,
ODRL066,partial-overlap-hasPart-germany-isPartOf-wE,vampire,tptp,Theorem,Theorem,True,0.067,
ODRL066,partial-overlap-hasPart-germany-isPartOf-wE,z3,smt2,unsat,unsat,True,0.066,
ODRL067,partial-overlap-neq-germany-isPartOf-wE,vampire,tptp,Theorem,Theorem,True,0.067,
ODRL067,partial-overlap-neq-germany-isPartOf-wE,z3,smt2,unsat,unsat,True,0.063,
ODRL068,partial-overlap-isNoneOf-eE-hasPart-poland,vampire,tptp,Theorem,Theorem,True,0.077,
ODRL068,partial-overlap-isNoneOf-eE-hasPart-poland,z3,smt2,unsat,unsat,True,0.066,
ODRL069,not-partial-overlap-eq-germany-isPartOf-wE,vampire,tptp,Theorem,Theorem,True,0.063,
ODRL069,not-partial-overlap-eq-germany-isPartOf-wE,z3,smt2,unsat,unsat,True,0.063,
